        Time / ns                o1,1/real
----------------------------------------------------------------------
                       0                  -3.0034052e-11
           0.00058348832                   3.0034052e-11
            0.0011669766                   8.2571772e-10
             0.001750465                   3.3995704e-09
            0.0023339533                   8.7084695e-09
            0.0029174418                   1.6980728e-08
              0.00350093                    2.751394e-08
            0.0040844185                   3.8788205e-08
            0.0046679066                   4.8856521e-08
            0.0052513951                   5.5874636e-08
            0.0058348835                   5.8592189e-08
            0.0064183716                   5.6629712e-08
            0.0070018601                   5.0465903e-08
            0.0075853486                   4.1237019e-08
            0.0081688371                   3.0490895e-08
            0.0087523246                   1.9916335e-08
            0.0093358131                   1.1074697e-08
            0.0099193016                    5.189325e-09
              0.01050279                    3.006168e-09
             0.011086279                   4.7309427e-09
             0.011669767                   1.0023069e-08
             0.012253255                   1.8022721e-08
             0.012836743                   2.7442658e-08
             0.013420232                   3.6748407e-08
              0.01400372                   4.4389875e-08
             0.014587209                   4.9039016e-08
             0.015170697                   4.9806072e-08
             0.015754186                   4.6402246e-08
             0.016337674                   3.9204011e-08
             0.016921163                   2.9202473e-08
             0.017504649                   1.7842744e-08
             0.018088138                   6.7824262e-09
             0.018671626                   -2.371503e-09
             0.019255115                  -8.3136174e-09
             0.019838603                  -1.0243212e-08
             0.020422092                  -7.9816553e-09
              0.02100558                  -1.9824959e-09
             0.021589069                   6.7528849e-09
             0.022172557                   1.6830118e-08
             0.022756046                   2.6665132e-08
             0.023339534                   3.4703941e-08
             0.023923023                   3.9634056e-08
             0.024506509                   4.0560185e-08
             0.025089998                     3.71205e-08
             0.025673486                   2.9541827e-08
             0.026256975                   1.8628292e-08
             0.026840463                   5.6742939e-09
             0.027423952                  -7.7023454e-09
              0.02800744                  -1.9785812e-08
             0.028590929                   -2.901804e-08
             0.029174417                  -3.4245339e-08
             0.029757906                  -3.4909792e-08
             0.030341394                  -3.1149064e-08
             0.030924881                  -2.3779995e-08
             0.031508371                  -1.4169347e-08
              0.03209186                  -4.0238937e-09
             0.032675348                   4.8587196e-09
             0.033258837                   1.0844779e-08
             0.033842325                   1.2691656e-08
              0.03442581                   9.7143822e-09
             0.035009298                   1.8752195e-09
             0.035592787                  -1.0212736e-08
             0.036176275                  -2.5368147e-08
             0.036759764                  -4.2004402e-08
             0.037343252                  -5.8355738e-08
             0.037926741                  -7.2735872e-08
             0.038510229                  -8.3784457e-08
             0.039093718                  -9.0661295e-08
             0.039677206                  -9.3167756e-08
             0.040260695                  -9.1778496e-08
             0.040844183                  -8.7576176e-08
             0.041427672                  -8.2097408e-08
              0.04201116                  -7.7114748e-08
             0.042594649                     -7.4389e-08
             0.043178137                  -7.5426406e-08
             0.043761626                  -8.1273242e-08
             0.044345114                  -9.2374428e-08
             0.044928603                   -1.085218e-07
             0.045512091                  -1.2889841e-07
              0.04609558                  -1.5220377e-07
             0.046679068                  -1.7683763e-07
             0.047262557                  -2.0111891e-07
             0.047846045                  -2.2351487e-07
              0.04842953                  -2.4284989e-07
             0.049013019                   -2.584658e-07
             0.049596507                  -2.7030973e-07
             0.050179996                  -2.7893728e-07
             0.050763484                  -2.8543027e-07
             0.051346973                  -2.9123311e-07
             0.051930461                  -2.9793304e-07
              0.05251395                  -3.0702213e-07
             0.053097438                  -3.1968196e-07
             0.053680927                  -3.3662036e-07
             0.054264415                  -3.5798053e-07
             0.054847904                  -3.8333286e-07
             0.055431392                  -4.1174923e-07
             0.056014881                  -4.4194786e-07
             0.056598369                  -4.7248301e-07
             0.057181858                  -5.0195217e-07
             0.057765346                   -5.291966e-07
             0.058348835                  -5.5347118e-07
             0.058932323                  -5.7455753e-07
             0.059515812                  -5.9280131e-07
               0.0600993                  -6.0906893e-07
             0.060682788                  -6.2463067e-07
             0.061266277                  -6.4098629e-07
             0.061849762                  -6.5965594e-07
              0.06243325                  -6.8196704e-07
             0.063016742                   -7.088712e-07
             0.063600227                  -7.4081828e-07
             0.064183719                  -7.7770198e-07
             0.064767204                  -8.1887964e-07
             0.065350696                  -8.6326571e-07
             0.065934181                  -9.0948288e-07
             0.066517673                  -9.5604776e-07
             0.067101158                  -1.0015608e-06
              0.06768465                  -1.0448788e-06
             0.068268135                  -1.0852497e-06
              0.06885162                  -1.1223951e-06
             0.069435112                  -1.1565299e-06
             0.070018597                  -1.1883149e-06
             0.070602089                  -1.2187528e-06
             0.071185574                  -1.2490433e-06
             0.071769066                   -1.280409e-06
             0.072352551                   -1.313921e-06
             0.072936043                  -1.3503492e-06
             0.073519528                  -1.3900627e-06
              0.07410302                  -1.4329911e-06
             0.074686505                  -1.4786515e-06
             0.075269997                  -1.5262318e-06
             0.075853482                  -1.5747183e-06
             0.076436974                  -1.6230503e-06
             0.077020459                  -1.6702675e-06
             0.077603951                  -1.7156337e-06
             0.078187436                  -1.7587186e-06
             0.078770928                  -1.7994299e-06
             0.079354413                  -1.8379952e-06
             0.079937905                  -1.8748957e-06
              0.08052139                   -1.910764e-06
             0.081104882                   -1.946263e-06
             0.081688367                  -1.9819665e-06
             0.082271859                  -2.0182511e-06
             0.082855344                  -2.0552172e-06
             0.083438829                  -2.0926548e-06
             0.084022321                  -2.1300573e-06
             0.084605806                  -2.1666849e-06
             0.085189298                  -2.2016602e-06
             0.085772783                   -2.234086e-06
             0.086356275                  -2.2631618e-06
              0.08693976                  -2.2882855e-06
             0.087523252                  -2.3091161e-06
             0.088106737                   -2.325595e-06
             0.088690229                  -2.3379221e-06
             0.089273714                  -2.3464959e-06
             0.089857206                  -2.3518239e-06
             0.090440691                  -2.3544183e-06
             0.091024183                  -2.3546909e-06
             0.091607668                  -2.3528605e-06
              0.09219116                  -2.3488888e-06
             0.092774644                  -2.3424475e-06
             0.093358137                  -2.3329217e-06
             0.093941621                  -2.3194573e-06
             0.094525114                  -2.3010393e-06
             0.095108598                   -2.276593e-06
             0.095692091                  -2.2450927e-06
             0.096275575                  -2.2056597e-06
              0.09685906                  -2.1576398e-06
             0.097442552                  -2.1006472e-06
             0.098026037                  -2.0345701e-06
             0.098609529                  -1.9595329e-06
             0.099193014                  -1.8758282e-06
             0.099776506                   -1.783827e-06
              0.10035999                  -1.6838746e-06
              0.10094348                  -1.5761981e-06
              0.10152697                  -1.4608288e-06
              0.10211046                  -1.3375557e-06
              0.10269395                  -1.2059113e-06
              0.10327744                  -1.0651892e-06
              0.10386092                  -9.1449158e-07
              0.10444441                  -7.5280167e-07
               0.1050279                  -5.7906118e-07
              0.10561139                  -3.9225668e-07
              0.10619488                  -1.9149087e-07
              0.10677837                    2.396088e-08
              0.10736185                   2.5462236e-07
              0.10794535                   5.0081599e-07
              0.10852883                   7.6269168e-07
              0.10911232                   1.0402802e-06
              0.10969581                   1.3335609e-06
              0.11027929                   1.6425306e-06
              0.11086278                   1.9672627e-06
              0.11144627                   2.3079567e-06
              0.11202976                   2.6649607e-06
              0.11261325                   3.0387669e-06
              0.11319674                   3.4299926e-06
              0.11378022                   3.8393432e-06
              0.11436372                   4.2675633e-06
               0.1149472                   4.7153926e-06
              0.11553069                   5.1835232e-06
              0.11611418                   5.6725685e-06
              0.11669767                   6.1830438e-06
              0.11728115                   6.7153669e-06
              0.11786465                   7.2698713e-06
              0.11844813                   7.8468283e-06
              0.11903162                   8.4464828e-06
              0.11961511                   9.0690792e-06
               0.1201986                   9.7148923e-06
              0.12078208                   1.0384235e-05
              0.12136558                   1.1077456e-05
              0.12194906                   1.1794925e-05
              0.12253255                    1.253701e-05
              0.12311604                   1.3304048e-05
              0.12369952                   1.4096317e-05
              0.12428302                   1.4914017e-05
               0.1248665                   1.5757265e-05
              0.12544999                   1.6626096e-05
              0.12603348                   1.7520477e-05
              0.12661697                   1.8440334e-05
              0.12720045                   1.9385585e-05
              0.12778394                   2.0356161e-05
              0.12836744                   2.1352034e-05
              0.12895092                   2.2373226e-05
              0.12953441                   2.3419811e-05
              0.13011789                   2.4491894e-05
              0.13070139                   2.5589587e-05
              0.13128488                   2.6712965e-05
              0.13186836                   2.7862025e-05
              0.13245185                    2.903663e-05
              0.13303535                   3.0236486e-05
              0.13361883                    3.146111e-05
              0.13420232                   3.2709828e-05
               0.1347858                   3.3981782e-05
               0.1353693                   3.5275963e-05
              0.13595279                   3.6591271e-05
              0.13653627                   3.7926558e-05
              0.13711976                   3.9280683e-05
              0.13770324                   4.0652565e-05
              0.13828674                   4.2041203e-05
              0.13887022                   4.3445707e-05
              0.13945371                    4.486525e-05
              0.14003719                   4.6299054e-05
              0.14062069                   4.7746347e-05
