        Time / ns                o1,1/real
----------------------------------------------------------------------
                       0                  -5.1020195e-11
           0.00066614931                   5.1020195e-11
            0.0013322986                   1.3653756e-09
             0.001998448                   5.4317324e-09
            0.0026645972                   1.3329543e-08
            0.0033307467                   2.4662528e-08
            0.0039968961                   3.7522291e-08
            0.0046630451                   4.9087021e-08
            0.0053291945                   5.6611643e-08
            0.0059953439                   5.8375207e-08
            0.0066614933                    5.414757e-08
            0.0073276423                   4.5051443e-08
            0.0079937922                   3.3139454e-08
            0.0086599411                   2.0889281e-08
            0.0093260901                   1.0674391e-08
              0.00999224                   4.3342845e-09
             0.010658389                   2.8990421e-09
             0.011324539                   6.4832637e-09
             0.011990688                   1.4280092e-08
             0.012656837                   2.4653779e-08
             0.013322987                   3.5415841e-08
             0.013989136                   4.4245823e-08
             0.014655285                   4.9149765e-08
             0.015321434                   4.8885855e-08
             0.015987584                   4.3258755e-08
             0.016653733                   3.3192865e-08
             0.017319882                   2.0547752e-08
             0.017986031                   7.7155615e-09
              0.01865218                  -2.8772367e-09
             0.019318331                  -9.2650208e-09
              0.01998448                  -1.0342318e-08
             0.020650629                  -6.0662377e-09
             0.021316778                   2.5681643e-09
             0.021982927                   1.3743968e-08
             0.022649078                   2.5174815e-08
             0.023315227                   3.4522103e-08
             0.023981376                   3.9812114e-08
             0.024647525                   3.9775813e-08
             0.025313674                    3.406528e-08
             0.025979824                   2.3338117e-08
             0.026645973                    9.183287e-09
             0.027312122                  -6.1302661e-09
             0.027978271                  -2.0054703e-08
              0.02864442                  -3.0252579e-08
             0.029310569                  -3.5075015e-08
              0.02997672                  -3.3919818e-08
             0.030642869                   -2.737341e-08
              0.03130902                  -1.7090601e-08
             0.031975169                  -5.4614682e-09
             0.032641318                   4.8471618e-09
             0.033307467                   1.1387521e-08
             0.033973616                   1.2371645e-08
             0.034639765                   6.9826522e-09
             0.035305914                  -4.4854862e-09
             0.035972062                  -2.0679613e-08
             0.036638211                  -3.9424997e-08
              0.03730436                  -5.8128489e-08
             0.037970509                  -7.4270929e-08
             0.038636662                  -8.5880835e-08
             0.039302811                  -9.1902123e-08
              0.03996896                  -9.2395865e-08
             0.040635109                  -8.8533696e-08
             0.041301258                  -8.2382144e-08
             0.041967407                  -7.6520202e-08
             0.042633556                  -7.3571805e-08
             0.043299705                  -7.5735002e-08
             0.043965854                   -8.438807e-08
             0.044632003                  -9.9852883e-08
             0.045298155                  -1.2136479e-07
             0.045964304                  -1.4723541e-07
             0.046630453                  -1.7516766e-07
             0.047296602                  -2.0266623e-07
             0.047962751                  -2.2748146e-07
               0.0486289                  -2.4800849e-07
             0.049295049                  -2.6356966e-07
             0.049961198                  -2.7453206e-07
             0.050627347                  -2.8223471e-07
             0.051293496                  -2.8872222e-07
             0.051959649                  -2.9633924e-07
             0.052625798                  -3.0727554e-07
             0.053291947                  -3.2315779e-07
             0.053958096                   -3.447594e-07
             0.054624245                  -3.7187672e-07
             0.055290394                  -4.0339296e-07
             0.055956542                  -4.3751155e-07
             0.056622691                  -4.7210045e-07
              0.05728884                  -5.0509038e-07
             0.057954989                  -5.3486337e-07
             0.058621138                  -5.6056308e-07
             0.059287291                  -5.8226448e-07
              0.05995344                   -6.009717e-07
             0.060619589                  -6.1844548e-07
             0.061285738                  -6.3688998e-07
             0.061951887                  -6.5855005e-07
              0.06261804                  -6.8530431e-07
             0.063284189                  -7.1833426e-07
             0.063950337                  -7.5792263e-07
             0.064616486                  -8.0341437e-07
             0.065282635                  -8.5334602e-07
             0.065948784                  -9.0571433e-07
             0.066614933                  -9.5832479e-07
             0.067281082                  -1.0091552e-06
             0.067947231                  -1.0566789e-06
              0.06861338                  -1.1000976e-06
             0.069279529                   -1.139443e-06
             0.069945678                  -1.1755355e-06
             0.070611827                  -1.2098144e-06
             0.071277976                  -1.2440622e-06
             0.071944125                  -1.2800672e-06
             0.072610274                    -1.31929e-06
             0.073276423                   -1.362607e-06
             0.073942572                  -1.4101731e-06
             0.074608721                  -1.4614205e-06
              0.07527487                  -1.5151938e-06
             0.075941019                  -1.5699941e-06
             0.076607175                  -1.6242694e-06
             0.077273324                  -1.6766907e-06
             0.077939473                  -1.7263657e-06
             0.078605622                  -1.7729566e-06
             0.079271771                  -1.8166845e-06
              0.07993792                  -1.8582218e-06
             0.080604069                   -1.898504e-06
             0.081270218                  -1.9385018e-06
             0.081936367                  -1.9789877e-06
             0.082602516                  -2.0203404e-06
             0.083268665                  -2.0624329e-06
             0.083934814                  -2.1046251e-06
             0.084600963                  -2.1458595e-06
             0.085267112                  -2.1848377e-06
             0.085933261                  -2.2202496e-06
              0.08659941                  -2.2509951e-06
             0.087265559                   -2.276355e-06
             0.087931708                  -2.2960751e-06
             0.088597856                  -2.3103562e-06
             0.089264005                  -2.3197556e-06
             0.089930154                  -2.3250225e-06
             0.090596311                  -2.3268972e-06
              0.09126246                  -2.3259124e-06
             0.091928609                  -2.3222326e-06
             0.092594758                  -2.3155512e-06
             0.093260907                  -2.3050698e-06
             0.093927056                  -2.2895663e-06
             0.094593205                  -2.2675438e-06
             0.095259354                  -2.2374206e-06
             0.095925502                  -2.1977348e-06
             0.096591651                  -2.1473261e-06
               0.0972578                  -2.0854591e-06
             0.097923949                  -2.0118628e-06
             0.098590098                  -1.9266799e-06
             0.099256247                  -1.8303466e-06
             0.099922396                  -1.7234112e-06
              0.10058855                  -1.6063416e-06
              0.10125469                   -1.479354e-06
              0.10192084                   -1.342293e-06
              0.10258699                  -1.1945732e-06
              0.10325314                  -1.0352016e-06
               0.1039193                  -8.6285803e-07
              0.10458545                  -6.7602798e-07
               0.1052516                  -4.7316189e-07
              0.10591774                   -2.528302e-07
              0.10658389                  -1.3849871e-08
              0.10725004                    2.446381e-07
              0.10791619                   5.2315113e-07
              0.10858234                    8.219107e-07
              0.10924849                   1.1409456e-06
              0.10991464                    1.480222e-06
              0.11058079                   1.8397727e-06
              0.11124694                   2.2198064e-06
              0.11191308                   2.6207665e-06
              0.11257923                   3.0433434e-06
              0.11324538                   3.4884436e-06
              0.11391153                   3.9571173e-06
              0.11457768                   4.4504682e-06
              0.11524383                   4.9695605e-06
              0.11590998                    5.515356e-06
              0.11657613                   6.0886614e-06
              0.11724228                   6.6901148e-06
              0.11790843                   7.3202054e-06
              0.11857458                   7.9793263e-06
              0.11924073                   8.6678356e-06
              0.11990688                   9.3861108e-06
              0.12057303                   1.0134585e-05
              0.12123918                   1.0913754e-05
              0.12190533                   1.1724158e-05
              0.12257148                   1.2566335e-05
              0.12323762                   1.3440766e-05
              0.12390377                   1.4347828e-05
              0.12456992                   1.5287766e-05
              0.12523608                   1.6260676e-05
              0.12590222                   1.7266539e-05
              0.12656838                   1.8305253e-05
              0.12723452                   1.9376697e-05
              0.12790067                   2.0480777e-05
              0.12856682                   2.1617469e-05
              0.12923297                   2.2786837e-05
              0.12989911                   2.3989018e-05
              0.13056527                   2.5224175e-05
              0.13123141                   2.6492431e-05
              0.13189757                   2.7793774e-05
              0.13256371                   2.9127987e-05
              0.13322987                   3.0494559e-05
              0.13389601                   3.1892665e-05
              0.13456216                   3.3321157e-05
              0.13522831                   3.4778619e-05
              0.13589446                   3.6263438e-05
               0.1365606                   3.7773927e-05
              0.13722676                   3.9308412e-05
               0.1378929                   4.0865325e-05
              0.13855906                   4.2443255e-05
              0.13922521                   4.4040946e-05
              0.13989136                   4.5657252e-05
              0.14055751                    4.729104e-05
              0.14122365                   4.8941056e-05
              0.14188981                    5.060581e-05
              0.14255595                   5.2283423e-05
              0.14322211                   5.3971558e-05
              0.14388825                   5.5667391e-05
              0.14455441                    5.736763e-05
              0.14522055                   5.9068614e-05
               0.1458867                   6.0766433e-05
              0.14655285                   6.2457082e-05
                0.147219                   6.4136577e-05
              0.14788514                   6.5801047e-05
               0.1485513                   6.7446825e-05
              0.14921744                   6.9070411e-05
               0.1498836                     7.06684e-05
              0.15054974                   7.2237322e-05
               0.1512159                   7.3773546e-05
              0.15188204                   7.5273107e-05
              0.15254819                   7.6731616e-05
              0.15321435                   7.8144112e-05
              0.15388049                   7.9505138e-05
              0.15454665                   8.0808699e-05
              0.15521279                   8.2048471e-05
              0.15587895                    8.321787e-05
              0.15654509                   8.4310188e-05
              0.15721124                   8.5318767e-05
              0.15787739                   8.6237043e-05
              0.15854354                   8.7058572e-05
              0.15920968                   8.7777124e-05
              0.15987584                     8.83865e-05
              0.16054198                   8.8880464e-05
              0.16120814                    8.925263e-05
              0.16187428                   8.9496287e-05
              0.16254044                     8.96044e-05
              0.16320658                   8.9569476e-05
              0.16387273                   8.9383495e-05
              0.16453888                   8.9038062e-05
              0.16520503                   8.8524575e-05
              0.16587117                   8.7834247e-05
              0.16653733                   8.6958156e-05
              0.16720349                   8.5887623e-05
              0.16786963                   8.4614047e-05
              0.16853578                    8.312906e-05
              0.16920193                   8.1424463e-05
              0.16986808                   7.9492216e-05
              0.17053422                    7.732425e-05
              0.17120038                   7.4912474e-05
              0.17186652                   7.2248629e-05
              0.17253268                   6.9324269e-05
              0.17319882                   6.6130764e-05
              0.17386498                   6.2659339e-05
              0.17453112                   5.8901169e-05
              0.17519727                    5.484738e-05
              0.17586342                   5.0489078e-05
              0.17652957                   4.5817505e-05
              0.17719571                   4.0824158e-05
              0.17786187                   3.5500798e-05
              0.17852801                   2.9839393e-05
              0.17919417                   2.3832301e-05
              0.17986031                   1.7472237e-05
              0.18052647                   1.0752268e-05
              0.18119262                   3.6657352e-06
              0.18185876                   -3.793717e-06
              0.18252492                  -1.1632048e-05
              0.18319106                  -1.9855097e-05
              0.18385722                  -2.8468578e-05
              0.18452336                  -3.7477905e-05
              0.18518952                   -4.688837e-05
              0.18585566                   -5.670491e-05
              0.18652181                  -6.6931949e-05
              0.18718795                   -7.757343e-05
              0.18785411                  -8.8632623e-05
              0.18852025                  -0.00010011213
              0.18918641                  -0.00011201391
              0.18985255                  -0.00012433913
              0.19051871                  -0.00013708843
              0.19118485                  -0.00015026178
                0.191851                  -0.00016385857
              0.19251715                  -0.00017787752
               0.1931833                  -0.00019231669
              0.19384944                  -0.00020717343
               0.1945156                  -0.00022244445
              0.19518176                  -0.00023812579
               0.1958479                  -0.00025421259
